variant,checkpoint_kind,precision,layer,op_type,calls,classifications,input_elems,input_sum,input_nonzero,mean_spikes_per_input,nonzero_ratio,dense_macs_total,dense_macs_charged,sop_total,ac_charged,core_energy_pj,mem_energy_pj,neuron_energy_pj,total_energy_pj
small,fp,fp,DAB_Block_3.DAB_Module_3_0.conv3x1.conv,conv2d,1,"{""dense"": 1}",40000,14354.0,12424,0.35885,0.3106,1920000.0,1920000.0,0.0,0.0,1920000.0,0.0,0.0,1920000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.conv1x3.conv,conv2d,1,"{""dense"": 1}",40000,10794.0,9824,0.26985,0.2456,1920000.0,1920000.0,0.0,0.0,1920000.0,0.0,0.0,1920000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.dconv3x1.conv,conv2d,1,"{""dense"": 1}",40000,12678.0,11291,0.31695,0.282275,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,120000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.dconv1x3.conv,conv2d,1,"{""spike"": 1}",40000,270.0,270,0.00675,0.00675,120000.0,0.0,810.0,810.0,810.0,0.0,0.0,810.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.ddconv3x1.conv,conv2d,1,"{""dense"": 1}",40000,12678.0,11291,0.31695,0.282275,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,120000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.ddconv1x3.conv,conv2d,1,"{""dense"": 1}",40000,763.0,756,0.019075,0.0189,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,120000.0
small,fp,fp,DAB_Block_3.DAB_Module_3_0.conv1x1.conv,conv2d,1,"{""dense"": 1}",40000,14120.0,12416,0.353,0.3104,1280000.0,1280000.0,0.0,0.0,1280000.0,0.0,0.0,1280000.0
small,fp,fp,transformer1.atten.reduce,linear,1,"{""dense"": 1}",720000,99358.546875,720000,0.13799798177083333,1.0,103680000.0,103680000.0,0.0,0.0,103680000.0,0.0,0.0,103680000.0
small,fp,fp,transformer1.atten.qkv,linear,1,"{""dense"": 1}",360000,90786.578125,360000,0.2521849392361111,1.0,155520000.0,155520000.0,0.0,0.0,155520000.0,0.0,0.0,155520000.0
small,fp,fp,transformer1.atten.proj,linear,1,"{""dense"": 1}",360000,83465.875,360000,0.23184965277777778,1.0,103680000.0,103680000.0,0.0,0.0,103680000.0,0.0,0.0,103680000.0
small,fp,fp,transformer1.mlp.fc1,linear,1,"{""dense"": 1}",720000,2.2636178455294896e-35,719997,3.1439136743465135e-41,0.9999958333333333,51840000.0,51840000.0,0.0,0.0,51840000.0,0.0,0.0,51840000.0
small,fp,fp,transformer1.mlp.fc2,linear,1,"{""dense"": 1}",180000,4.4591852164721484e-32,122500,2.4773251202623046e-37,0.6805555555555556,51840000.0,51840000.0,0.0,0.0,51840000.0,0.0,0.0,51840000.0
small,fp,fp,DAB_Block_4.DAB_Module_4_0.conv1x1_in.conv,conv2d,1,"{""dense"": 1}",80000,283048.25,80000,3.538103125,1.0,1280000.0,1280000.0,0.0,0.0,1280000.0,0.0,0.0,1280000.0
