rel_time_s             , wall_time_s       , power_w, temperature_c, gpu_util_pct, sm_clock_mhz, mem_clock_mhz, phase
 5.761289715766907     , 1783619959.5636787, 132.024,            36,           28,         2325,         12481, active
 5.781371915712953     , 1783619959.5837502, 132.024,            36,           28,         2325,         12481, active
 5.8014744985848665    , 1783619959.6038525, 132.024,            36,           28,         2325,         12481, active
 5.8215684071183205    , 1783619959.6239457, 132.024,            36,           28,         2325,         12481, active
 5.841652749106288     , 1783619959.6440356, 131.149,            36,           28,         2325,         12481, active
 5.861750027164817     , 1783619959.6641278, 131.149,            36,           28,         2325,         12481, active
 5.8818358071148396    , 1783619959.6842132, 131.149,            36,           28,         2325,         12481, active
 5.902567911893129     , 1783619959.7049456, 131.149,            36,           28,         2325,         12481, active
 5.922670643776655     , 1783619959.7250607, 131.149,            36,           28,         2325,         12481, active
 5.9427622482180595    , 1783619959.7451532, 131.539,            36,           28,         2325,         12481, active
 5.962850674986839     , 1783619959.7652361, 131.539,            36,           28,         2325,         12481, active
 5.982955414801836     , 1783619959.7853324, 131.539,            36,           28,         2325,         12481, active
 6.003021968528628     , 1783619959.8053997, 131.539,            36,           28,         2325,         12481, active
 6.0233690701425076    , 1783619959.825746 , 131.539,            36,           28,         2325,         12481, active
 6.043445587158203     , 1783619959.8458235, 130.394,            36,           27,         2325,         12481, active
 6.063535515218973     , 1783619959.8659127, 130.394,            36,           27,         2325,         12481, active
 6.083612347021699     , 1783619959.8859997, 130.394,            36,           27,         2325,         12481, active
 6.103693347424269     , 1783619959.9060833, 130.394,            36,           27,         2325,         12481, active
 6.123805174604058     , 1783619959.9261935, 130.394,            36,           27,         2325,         12481, active
 6.143884403631091     , 1783619959.9462616, 130.526,            36,           27,         2325,         12481, active
 6.16398517973721      , 1783619959.9663618, 130.526,            36,           27,         2325,         12481, active
 6.184068564325571     , 1783619959.986456 , 130.526,            36,           27,         2325,         12481, active
 6.2041534427553415    , 1783619960.0065436, 130.526,            36,           27,         2325,         12481, active
 6.2242458667606115    , 1783619960.0266232, 130.526,            36,           27,         2325,         12481, active
 6.244348617270589     , 1783619960.0467267, 130.044,            37,           28,         2325,         12481, active
 6.2644188441336155    , 1783619960.066797 , 130.044,            37,           28,         2325,         12481, active
 6.284502791240811     , 1783619960.0868814, 130.044,            37,           28,         2325,         12481, active
 6.3049784153699875    , 1783619960.1073568, 130.044,            37,           28,         2325,         12481, active
 6.325061650946736     , 1783619960.1274574, 130.044,            37,           28,         2325,         12481, active
 6.345168989151716     , 1783619960.147564 , 130.99 ,            36,           28,         2325,         12481, active
 6.365275654941797     , 1783619960.1676667, 130.99 ,            36,           28,         2325,         12481, active
 6.385379731655121     , 1783619960.1877575, 130.99 ,            36,           28,         2325,         12481, active
 6.40547564253211      , 1783619960.2078588, 130.99 ,            36,           28,         2325,         12481, active
 6.425576219335198     , 1783619960.2279534, 130.99 ,            36,           28,         2325,         12481, active
 6.445662772282958     , 1783619960.2480404, 131.413,            36,           27,         2325,         12481, active
 6.465745959430933     , 1783619960.2681234, 131.413,            36,           27,         2325,         12481, active
 6.485852275043726     , 1783619960.2882297, 131.413,            36,           27,         2325,         12481, active
 6.505937894806266     , 1783619960.3083289, 131.413,            36,           27,         2325,         12481, active
 6.526026759296656     , 1783619960.3284037, 131.413,            36,           27,         2325,         12481, active
 6.54611256159842      , 1783619960.3484902, 130.383,            36,           27,         2325,         12481, active
 6.566207688301802     , 1783619960.368585 , 130.383,            36,           27,         2325,         12481, active
 6.586749076843262     , 1783619960.3891273, 130.383,            36,           27,         2325,         12481, active
 6.606851244345307     , 1783619960.4092288, 130.383,            36,           27,         2325,         12481, active
