effective_batch,images_per_second,input_residency,loss,method,mode,peak_allocated_bytes,peak_reserved_bytes,phase_backward_seconds,phase_bptt_backward_seconds,phase_host_to_device_seconds,phase_loss_seconds,phase_optimizer_step_seconds,phase_snn_forward_seconds,phase_student_forward_seconds,phase_teacher_forward_seconds,physical_batch,round,seconds_per_image,steady_allocated_bytes,time_steps,trial,wall_seconds
64,11.006960241600087,cpu,1.2198059558868408,squat,capacity,15120453120,20791164928,,3.483419097900391,0.004209375947713852,0.0016321600303053861,0.0026224958896636963,2.2913890075683594,,,4,4,0.0908516046256409,32998912,8,9,5.814502696041018
64,11.060650026583293,cpu,1.1873269081115723,squat,capacity,15120453120,20791164928,,3.4703477478027347,0.0042412799894809726,0.001629696033895016,0.00280784010887146,2.275931289672852,,,4,4,0.0904105995214195,32998912,8,10,5.786278369370848
64,11.040441230891949,cpu,1.1634516716003418,squat,capacity,15120453120,20791164928,,3.477369384765625,0.004231199979782104,0.0016326720342040068,0.002714591979980469,2.279449081420899,,,4,4,0.0905760901296162,32998912,8,11,5.796869768295437
64,11.052317538337814,cpu,1.1247847080230713,squat,capacity,15120453120,20791164928,,3.4725524597167965,0.004210047960281372,0.0016325760334730153,0.0027656960487365723,2.278549789428711,,,4,4,0.09047876126714982,32998912,8,12,5.7906407210975885
64,11.06067680252681,cpu,1.0781562328338623,squat,capacity,15120453120,20791164928,,3.4684819335937505,0.004214816004037857,0.0016296000331640246,0.0026235198974609375,2.278128311157227,,,4,4,0.0904103806533385,32998912,8,13,5.786264361813664
64,11.029750246787184,cpu,1.0754597187042236,squat,capacity,15120453120,20791164928,,3.4787917480468757,0.004232735991477966,0.0016326400339603429,0.0027086079120635987,2.2818552246093753,,,4,4,0.0906638842789107,32998912,8,14,5.802488593850285
64,10.690497192640176,cpu,1.051451325416565,squat,capacity,15120453120,20791164928,,3.471327697753906,0.004189984023571016,0.0016244480311870576,0.0026627840995788574,2.4758782653808593,,,4,4,0.09354101890494348,32998912,8,15,5.986625209916383
64,11.040145785733936,cpu,1.0289875268936157,squat,capacity,15120453120,20791164928,,3.476111907958984,0.004246335953474045,0.0016276480332016949,0.0028849599361419676,2.2805399475097654,,,4,4,0.09057851403485984,32998912,8,16,5.7970248982310295
64,11.011601588812477,cpu,1.0196967124938965,squat,capacity,15120453120,20791164928,,3.4867645111083987,0.00420623990893364,0.0016296000331640246,0.0026108479499816896,2.2856815490722657,,,4,4,0.09081331102788681,32998912,8,17,5.812051905784756
64,11.052206996770401,cpu,0.9856128096580505,squat,capacity,15120453120,20791164928,,3.470889511108398,0.004200319975614548,0.0016311360299587252,0.002635967969894409,2.280437606811523,,,4,4,0.09047966621437808,32998912,8,18,5.790698637720197
64,11.02885686220547,cpu,1.0005236864089966,squat,capacity,15120453120,20791164928,,3.476311340332031,0.004220063954591751,0.0016336960345506673,0.0027576959133148193,2.2855890350341794,,,4,4,0.09067122844135156,32998912,8,19,5.8029586202465
